id,path,title,type,category,status,bytes
FW-NET-053,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-053__205_tests_v21_GATE_11_RESULT.json.md,205 · `tests_v21/GATE_11_RESULT.json`,source,NET,BESTAETIGT,39702
FW-NET-054,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-054__233_source_v21_flextrawurst_spielewelt_supermaximal_bauring4_v21_src_v21_exper.md,233 · `source_v21/flextrawurst_spielewelt_supermaximal_bauring4_v21/src/v21_experience_lab.js`,source,NET,BESTAETIGT,40423
FW-NET-055,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-055__236_tests_v21_regression_logs_complete_test_gate_05_fleet_testzone.log.md,236 · `tests_v21/regression_logs_complete/test_gate_05_fleet_testzone.log`,source,NET,BESTAETIGT,39117
FW-NET-056,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-056__266_tests_v21_simulations_POSTBUILD_WORLD_SIMULATIONS_V21.json.md,266 · `tests_v21/simulations/POSTBUILD_WORLD_SIMULATIONS_V21.json`,source,NET,BESTAETIGT,40022
FW-NET-057,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-057__279_source_v21_flextrawurst_spielewelt_supermaximal_bauring4_v21_tests_v21_GAT.md,279 · `source_v21/flextrawurst_spielewelt_supermaximal_bauring4_v21/tests_v21/GATE_13G_RESULT.json`,source,NET,BESTAETIGT,39962
FW-NET-058,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-058__323_source_v21_flextrawurst_spielewelt_supermaximal_bauring4_v21_tests_v21_reg.md,323 · `source_v21/flextrawurst_spielewelt_supermaximal_bauring4_v21/tests_v21/regression_logs_final/test_gate_09_combat_loot_pause.log`,source,NET,BESTAETIGT,38310
FW-NET-059,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-059__OUTRO_Resonanzfeld_des_vollstandigen_Dust-Echo-Questkosmos.md,OUTRO – Resonanzfeld des vollständigen Dust-Echo-Questkosmos,source,NET,BESTAETIGT,40172
FW-NET-060,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-060__OUTRO.md_Resonanzfeld_des_gesamten_v21-Dateikorpers.md,OUTRO.md · Resonanzfeld des gesamten v21-Dateikörpers,source,NET,BESTAETIGT,38818
FW-RAW-CURRENT-001,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-001__CURRENT_001_RETTUNGSAUFTRAG_UND_NEUE_R22_R23_TEXTE.md,CURRENT 001  RETTUNGSAUFTRAG UND NEUE R22 R23 TEXTE,raw,RAW,BESTAETIGT,6724
FW-RAW-CURRENT-002,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-002__CURRENT_002_VORHERIGE_SESSION_MAXIMAL_ERNST_REKONSTRUIEREN.md,CURRENT 002  VORHERIGE SESSION MAXIMAL ERNST REKONSTRUIEREN,raw,RAW,BESTAETIGT,1566
FW-RAW-CURRENT-003,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-003__CURRENT_003_STRUKTUR_RUECKSCHRITT.md,CURRENT 003  STRUKTUR RUECKSCHRITT,raw,RAW,BESTAETIGT,1591
FW-RAW-CURRENT-004,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-004__CURRENT_004_MACH_ES_GUT.md,CURRENT 004  MACH ES GUT,raw,RAW,BESTAETIGT,1436
FW-RAW-CURRENT-005,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-005__CURRENT_005_MENSCHENLESBAR_ROHTEXTE_ISOLIERT.md,CURRENT 005  MENSCHENLESBAR ROHTEXTE ISOLIERT,raw,RAW,BESTAETIGT,1522
FW-RAW-CURRENT-006,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-006__CURRENT_006_FRUEHER_300_MDS_STATT_TEXTSUMPF.md,CURRENT 006  FRUEHER 300 MDS STATT TEXTSUMPF,raw,RAW,BESTAETIGT,1666
FW-RAW-CURRENT-007,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-007__CURRENT_007_SESSIONBEGINN_WAR_GLASKLAR.md,CURRENT 007  SESSIONBEGINN WAR GLASKLAR,raw,RAW,BESTAETIGT,1456
FW-RAW-CURRENT-008,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-008__CURRENT_008_NICHT_17_SONDERN_333_MDS.md,CURRENT 008  NICHT 17 SONDERN 333 MDS,raw,RAW,BESTAETIGT,1420
FW-RAW-CURRENT-009,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-009__CURRENT_009_UEBER_ZWEI_STUNDEN.md,CURRENT 009  UEBER ZWEI STUNDEN,raw,RAW,BESTAETIGT,1419
FW-RAW-CURRENT-010,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-010__CURRENT_010_JETZT_RICHTIG_MACHEN.md,CURRENT 010  JETZT RICHTIG MACHEN,raw,RAW,BESTAETIGT,1428
FW-RAW-CURRENT-011,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-011__CURRENT_011_ERST_LESEN_PLAN_DREI_REDTEAMS_TREE_OF_TRUTH.md,CURRENT 011  ERST LESEN PLAN DREI REDTEAMS TREE OF TRUTH,raw,RAW,BESTAETIGT,1650
FW-RAW-CURRENT-012,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-012__CURRENT_012_SEQUENZIELLER_REDTEAM_CONSTRAINTS_NEGATIVPROMPT_METAPROMPT.md,CURRENT 012  SEQUENZIELLER REDTEAM CONSTRAINTS NEGATIVPROMPT METAPROMPT,raw,RAW,BESTAETIGT,1790
FW-RAW-CURRENT-013,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-013__CURRENT_013_ALLES_GELINKT_UND_VERNETZT.md,CURRENT 013  ALLES GELINKT UND VERNETZT,raw,RAW,BESTAETIGT,1469
FW-RAW-CURRENT-014,02_DANIELS_ROHTEXTE_ISOLIERT/FW-RAW-CURRENT-014__PREVIOUS_SESSION_001_GERETTETER_SESSIONREST_VOLLSTAENDIG.md,PREVIOUS SESSION 001  GERETTETER SESSIONREST VOLLSTAENDIG,raw,RAW,BESTAETIGT,17709
FW-VERSION-01,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-01__VERSIONSKARTE_V1.md,Versionsakte v1,version,VER,REKONSTRUIERT,2812
FW-VERSION-02,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-02__VERSIONSKARTE_V2.md,Versionsakte v2,version,VER,UNSICHER,1193
FW-VERSION-03,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-03__VERSIONSKARTE_V3.md,Versionsakte v3,version,VER,UNSICHER,1193
FW-VERSION-04,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-04__VERSIONSKARTE_V4.md,Versionsakte v4,version,VER,UNSICHER,1193
FW-VERSION-05,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-05__VERSIONSKARTE_V5.md,Versionsakte v5,version,VER,UNSICHER,1193
FW-VERSION-06,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-06__VERSIONSKARTE_V6.md,Versionsakte v6,version,VER,UNSICHER,1193
FW-VERSION-07,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-07__VERSIONSKARTE_V7.md,Versionsakte v7,version,VER,UNSICHER,1193
FW-VERSION-08,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-08__VERSIONSKARTE_V8.md,Versionsakte v8,version,VER,REKONSTRUIERT,2462
FW-VERSION-09,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-09__VERSIONSKARTE_V9.md,Versionsakte v9,version,VER,REKONSTRUIERT,3190
FW-VERSION-10,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-10__VERSIONSKARTE_V10.md,Versionsakte v10,version,VER,REKONSTRUIERT,2608
FW-VERSION-11,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-11__VERSIONSKARTE_V11.md,Versionsakte v11,version,VER,REKONSTRUIERT,2023
FW-VERSION-12,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-12__VERSIONSKARTE_V12.md,Versionsakte v12,version,VER,REKONSTRUIERT,2749
FW-VERSION-13,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-13__VERSIONSKARTE_V13.md,Versionsakte v13,version,VER,REKONSTRUIERT,4166
FW-VERSION-14,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-14__VERSIONSKARTE_V14.md,Versionsakte v14,version,VER,REKONSTRUIERT,3943
FW-VERSION-15,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-15__VERSIONSKARTE_V15.md,Versionsakte v15,version,VER,REKONSTRUIERT,3943
FW-VERSION-16,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-16__VERSIONSKARTE_V16.md,Versionsakte v16,version,VER,REKONSTRUIERT,1309
FW-VERSION-17,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-17__VERSIONSKARTE_V17.md,Versionsakte v17,version,VER,REKONSTRUIERT,3944
FW-VERSION-18,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-18__VERSIONSKARTE_V18.md,Versionsakte v18,version,VER,REKONSTRUIERT,2610
FW-VERSION-19,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-19__VERSIONSKARTE_V19.md,Versionsakte v19,version,VER,REKONSTRUIERT,3336
FW-VERSION-20,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-20__VERSIONSKARTE_V20.md,Versionsakte v20,version,VER,REKONSTRUIERT,3944
FW-VERSION-21,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-21__VERSIONSKARTE_V21.md,Versionsakte v21,version,VER,BESTAETIGT,4046
FW-VERSION-22,03_SESSION_UND_VERSIONENSPUR/FW-VERSION-22__VERSIONSKARTE_V22.md,Versionsakte v22,version,VER,BESTAETIGT,4695
FW-START-001,00_START_HIER/00_README_ZUERST.md,Start hier,support,NET,BESTAETIGT,2602
FW-START-002,00_START_HIER/01_WAHRHEITSGRADE.md,Wahrheitsgrade,support,LIMIT,BESTAETIGT,821
FW-START-003,00_START_HIER/02_NAVIGATION_UND_LINKLOGIK.md,Navigation und Linklogik,support,NET,BESTAETIGT,784
FW-START-004,00_START_HIER/03_ORDNERKARTE.md,Ordnerkarte,support,NET,BESTAETIGT,905
FW-START-005,00_START_HIER/04_PRUEFVERTRAG.md,Prüfvertrag,support,TEST,BESTAETIGT,796
FW-METHOD-001,01_PLAN_REDTEAM_TREE_OF_TRUTH/00_ZIEL_METAPROMPT.md,Ziel-Metaprompt,support,TEST,BESTAETIGT,820
FW-METHOD-002,01_PLAN_REDTEAM_TREE_OF_TRUTH/01_HARTE_CONSTRAINTS.md,Harte Constraints,support,TEST,BESTAETIGT,894
FW-METHOD-003,01_PLAN_REDTEAM_TREE_OF_TRUTH/02_NEGATIVREGELN_NETT_ABER_HART.md,Negativregeln,support,TEST,BESTAETIGT,843
FW-METHOD-004,01_PLAN_REDTEAM_TREE_OF_TRUTH/03_PLAN_ENTWURF_1.md,Planentwurf 1,support,TEST,BESTAETIGT,768
FW-METHOD-005,01_PLAN_REDTEAM_TREE_OF_TRUTH/04_REDTEAM_1_UND_VERBESSERUNG.md,Redteam 1 und Verbesserung,support,TEST,BESTAETIGT,778
FW-METHOD-006,01_PLAN_REDTEAM_TREE_OF_TRUTH/05_PLAN_ENTWURF_2.md,Planentwurf 2,support,TEST,BESTAETIGT,708
FW-METHOD-007,01_PLAN_REDTEAM_TREE_OF_TRUTH/06_REDTEAM_2_UND_VERBESSERUNG.md,Redteam 2 und Verbesserung,support,TEST,BESTAETIGT,766
FW-METHOD-008,01_PLAN_REDTEAM_TREE_OF_TRUTH/07_PLAN_ENTWURF_3.md,Planentwurf 3,support,TEST,BESTAETIGT,786
FW-METHOD-009,01_PLAN_REDTEAM_TREE_OF_TRUTH/08_REDTEAM_3_UND_VERBESSERUNG.md,Redteam 3 und Verbesserung,support,TEST,BESTAETIGT,790
FW-METHOD-010,01_PLAN_REDTEAM_TREE_OF_TRUTH/09_TREE_OF_TRUTH_VARIANTENBEWERTUNG.md,Tree of Truth Variantenbewertung,support,TEST,BESTAETIGT,1127
FW-METHOD-011,01_PLAN_REDTEAM_TREE_OF_TRUTH/10_FINALER_AUSFUEHRUNGSPLAN.md,Finaler Ausführungsplan,support,TEST,BESTAETIGT,1109
FW-INDEX-RAW,02_DANIELS_ROHTEXTE_ISOLIERT/00_INDEX.md,Index · 02_DANIELS_ROHTEXTE_ISOLIERT,support,RAW,BESTAETIGT,4972
FW-INDEX-VER,03_SESSION_UND_VERSIONENSPUR/00_INDEX.md,Index · 03_SESSION_UND_VERSIONENSPUR,support,VER,BESTAETIGT,3959
FW-INDEX-ORG,04_SPIELIDENTITAET_UND_ZWOELF_ORGANE/00_INDEX.md,Index · 04_SPIELIDENTITAET_UND_ZWOELF_ORGANE,support,ORG,BESTAETIGT,3460
FW-INDEX-DUST,05_DUST_WESEN_BEZIEHUNGEN/00_INDEX.md,Index · 05_DUST_WESEN_BEZIEHUNGEN,support,DUST,BESTAETIGT,4862
FW-INDEX-WORLD,06_WELT_GEOGRAFIE_ZEIT_KLIMA/00_INDEX.md,Index · 06_WELT_GEOGRAFIE_ZEIT_KLIMA,support,WORLD,BESTAETIGT,2683
FW-INDEX-MOVE,07_BEWEGUNG_FAHRZEUGE_KAMPF_LOOT/00_INDEX.md,Index · 07_BEWEGUNG_FAHRZEUGE_KAMPF_LOOT,support,MOVE,BESTAETIGT,4282
FW-INDEX-BUILD,08_BAUEN_HANDWERK_MODULARITAET/00_INDEX.md,Index · 08_BAUEN_HANDWERK_MODULARITAET,support,BUILD,BESTAETIGT,4787
FW-INDEX-SKILL,09_SKILLS_MASTERIES_MAGIE_AI/00_INDEX.md,Index · 09_SKILLS_MASTERIES_MAGIE_AI,support,SKILL,BESTAETIGT,5590
FW-INDEX-CREATOR,10_CREATORWELTEN_EREIGNISSE_ARCHIVE/00_INDEX.md,Index · 10_CREATORWELTEN_EREIGNISSE_ARCHIVE,support,CREATOR,BESTAETIGT,2390
FW-INDEX-QUEST,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/00_INDEX.md,Index · 11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL,support,QUEST,BESTAETIGT,4001
FW-INDEX-QUESTION,12_FRAGEN_KOLLISIONEN_ENTSCHEIDUNGEN/00_INDEX.md,Index · 12_FRAGEN_KOLLISIONEN_ENTSCHEIDUNGEN,support,QUESTION,BESTAETIGT,1383
FW-INDEX-TEST,13_REDTEAM_SIMULATION_TESTS_BELEGE/00_INDEX.md,Index · 13_REDTEAM_SIMULATION_TESTS_BELEGE,support,TEST,BESTAETIGT,6106
FW-INDEX-LIMIT,14_VERLUSTE_GRENZEN_KANON_PROVENIENZ/00_INDEX.md,Index · 14_VERLUSTE_GRENZEN_KANON_PROVENIENZ,support,LIMIT,BESTAETIGT,1835
FW-INDEX-NET,15_NETZWERK_INDIZES_QUERVERWEISE/00_INDEX.md,Index · 15_NETZWERK_INDIZES_QUERVERWEISE,support,NET,BESTAETIGT,9480
FW-INDEX-SOURCE,16_QUELLEN_ORIGINALE_UNVERAENDERT/00_INDEX.md,Index · 16_QUELLEN_ORIGINALE_UNVERAENDERT,support,SOURCE,BESTAETIGT,933
